AccountID,TransactionAmount,TransactionType,Location,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,ip_prefix,time_diff_days,age_group,TransactionType_enc,Location_enc,MerchantID_enc,Channel_enc,ip_prefix_enc,age_group_enc,pca1,pca2,fraud_label
AC00067,1309.79,Debit,San Francisco,M004,ATM,139.0,1.0,1258.93,3.200,608.6510532407408,18-25,1,37,3,0,384,0,-2.419550246015873,0.8477485295253516,0
AC00043,729.38,Debit,Los Angeles,M093,ATM,90.0,1.0,9127.65,99.205,355.6142708333333,65+,1,20,92,0,589,4,2.081874657598268,1.4913165347584914,0
AC00012,137.49,Debit,Fort Worth,M040,ATM,50.0,1.0,4471.05,42.61,466.6339814814815,26-35,1,13,39,0,429,1,-0.9518851962732539,1.177875503039636,0
AC00244,504.71,Debit,Detroit,M060,Online,61.0,1.0,6214.54,24.148,573.5699768518518,26-35,1,11,59,2,369,1,-1.0134226714003254,-0.25194423815671746,0
AC00395,371.47,Credit,Milwaukee,M097,Branch,58.0,1.0,1187.04,32.71,523.661099537037,18-25,0,25,96,1,394,0,-2.0445180007904247,-0.9835881215827244,0
AC00253,430.35,Debit,Charlotte,M007,Online,205.0,1.0,354.9,217.233,622.6165277777778,36-50,1,5,6,2,347,2,-0.8633191162068282,-0.4356697668150764,0
AC00394,230.32,Debit,Las Vegas,M015,Branch,56.0,1.0,791.46,49.174,538.5784837962963,26-35,1,19,14,1,447,1,-1.325762156067372,0.2597652104859209,0
AC00457,121.71,Debit,Chicago,M015,ATM,140.0,1.0,5878.89,77.208,425.63125,51-65,1,6,14,0,521,3,0.7893883357130577,1.1427308578883466,0
AC00046,98.87,Debit,Detroit,M060,Online,179.0,1.0,533.2,219.31,670.5943402777777,18-25,1,11,59,2,354,0,-2.3739102531499348,-0.09371300748424968,0
AC00011,117.55,Debit,Fresno,M046,ATM,35.0,1.0,897.94,4.101,534.6500694444444,18-25,1,14,45,0,415,0,-2.1575796126189144,1.2597369683615935,0
AC00045,244.64,Debit,Tucson,M072,Branch,103.0,1.0,9159.56,66.255,621.5591898148148,26-35,1,40,71,1,503,1,-0.8018953448034519,0.681927626873443,0
AC00181,321.93,Debit,Nashville,M092,ATM,12.0,1.0,4392.73,45.241,335.5699074074074,36-50,1,26,91,0,436,2,-0.07453217142412137,1.2695870712176807,0
AC00149,1092.73,Debit,Columbus,M064,Branch,11.0,1.0,1390.98,56.89,650.6134375,51-65,1,8,63,1,468,3,0.4370327284360921,0.81817971093001,0
AC00288,283.23,Debit,El Paso,M061,Online,98.0,1.0,2008.77,146.69,636.6381134259259,36-50,1,12,60,2,131,2,-0.4593171577366885,-0.20822360173308038,0
AC00014,346.65,Debit,Washington,M062,Online,60.0,1.0,6356.96,43.98,307.6595486111111,26-35,1,42,61,2,430,1,-0.9605662488533484,-0.7649743799049032,0
AC00153,381.62,Debit,Las Vegas,M097,Online,164.0,1.0,6009.12,187.223,646.6467361111111,51-65,1,19,96,2,248,3,1.207616750307184,0.14423218502285787,0
AC00164,388.65,Debit,Oklahoma City,M065,ATM,43.0,1.0,7896.85,40.244,621.670625,65+,1,28,64,0,422,4,2.25727024543802,1.6230651149021171,0
AC00159,29.22,Debit,San Antonio,M068,ATM,151.0,1.0,1649.43,44.67,486.57844907407406,18-25,1,35,67,0,432,0,-2.1424192367540615,1.257042065357141,0
AC00360,46.75,Debit,Colorado Springs,M078,Branch,150.0,1.0,2840.43,196.244,461.60542824074076,65+,1,7,77,1,284,4,1.6123127169487093,0.7107777987563503,0
AC00326,348.64,Debit,San Jose,M098,Online,128.0,1.0,3274.96,134.222,513.6244560185186,51-65,1,38,97,2,94,3,0.7406821155167154,-0.25825698717200535,0
AC00110,319.17,Debit,Tucson,M088,Online,81.0,1.0,6501.56,7.28,662.6324884259259,65+,1,40,87,2,510,4,1.956076558881594,0.16480246534201173,0
AC00110,73.95,Debit,Kansas City,M012,ATM,76.0,1.0,363.92,6.204,366.64417824074076,26-35,1,18,11,0,479,1,-1.640251118881221,0.832013420326983,0
AC00257,389.63,Debit,Mesa,M100,Online,99.0,1.0,9748.48,155.140,626.658900462963,26-35,1,23,99,2,155,1,-0.71411464357491,-0.06743376606257875,0
AC00145,217.61,Debit,Chicago,M025,ATM,45.0,1.0,1404.53,216.32,598.6066782407407,18-25,1,6,24,0,345,0,-2.287588052068646,1.2091562549530388,0
AC00455,199.84,Debit,Dallas,M082,ATM,150.0,1.0,706.44,48.19,657.6719907407407,18-25,1,9,81,0,442,0,-2.3498794282677977,1.7335604527531454,0
AC00282,56.35,Debit,Charlotte,M033,ATM,75.0,1.0,5095.73,166.79,633.6656944444444,36-50,1,5,32,0,199,2,0.0032271711686390173,1.36798694912638,0
AC00045,248.95,Credit,San Francisco,M068,Branch,29.0,1.0,3059.79,38.210,506.6596875,51-65,0,37,67,1,412,3,1.0748968015522298,-1.0944984449096429,0
AC00390,142.58,Debit,San Antonio,M048,ATM,145.0,1.0,7844.23,139.23,503.65688657407406,26-35,1,35,47,0,109,1,-0.6549142920282423,1.0173842654239258,0
AC00032,1020.73,Debit,Fort Worth,M087,ATM,87.0,1.0,1119.61,166.79,468.64543981481484,26-35,1,13,86,0,199,1,-1.5393526489025717,1.2669638371245167,0
AC00153,84.34,Debit,Memphis,M039,Online,248.0,3.0,5313.97,200.136,514.6538773148148,51-65,1,22,38,2,300,3,0.977356033911039,-0.5185725455526098,0
AC00460,1607.55,Debit,Phoenix,M031,ATM,156.0,1.0,6227.99,94.37,423.653125,26-35,1,31,30,0,580,1,-1.1915293447585484,0.8957362037700733,0
AC00154,333.78,Debit,San Diego,M057,ATM,98.0,1.0,6810.94,49.31,339.5930787037037,51-65,1,36,56,0,450,3,1.1314207181568499,1.0702903113776112,0
AC00190,332.59,Debit,San Antonio,M060,Online,143.0,1.0,1457.07,166.41,479.59643518518516,51-65,1,35,59,2,197,3,0.4706914232996472,-0.49004033305278305,0
AC00156,236.81,Debit,Oklahoma City,M013,Branch,15.0,1.0,813.68,189.168,374.63012731481484,18-25,1,28,12,1,254,0,-2.1893618416017446,-0.2133384690285909,0
AC00005,417.8,Credit,Philadelphia,M066,Branch,130.0,1.0,1518.82,49.31,496.65836805555557,26-35,0,30,65,1,450,1,-1.4684657204339748,-1.1863365424517336,0
AC00126,319.27,Debit,San Antonio,M052,ATM,150.0,1.0,10269.78,211.97,454.63703703703703,36-50,1,35,51,0,334,2,0.6062062487361446,1.1295550090394353,0
AC00201,384.1,Debit,Detroit,M004,Branch,172.0,1.0,672.79,199.103,529.5685648148149,36-50,1,11,3,1,293,2,-0.5755724735466504,0.18112726119116584,0
AC00165,820.62,Credit,Fresno,M084,Branch,158.0,1.0,6024.8,47.82,611.6170023148148,51-65,0,14,83,1,441,3,1.1299994163730513,-0.7267271092157587,0
AC00420,474.77,Credit,Indianapolis,M073,Online,50.0,1.0,2158.59,104.155,314.652962962963,51-65,0,16,72,2,15,3,0.8641366217178944,-2.3166541494010127,0
AC00329,542.72,Credit,Indianapolis,M100,Branch,92.0,1.0,6011.8,34.86,426.5631481481482,36-50,0,16,99,1,399,2,0.10482667051894136,-0.98061029052365,0
AC00037,79.8,Debit,Fort Worth,M070,ATM,76.0,1.0,6372.58,189.198,317.61752314814817,65+,1,13,69,0,256,4,2.2153056808764267,1.2177690435253818,0
AC00293,46.24,Debit,San Diego,M043,Branch,52.0,1.0,2569.56,80.155,601.6678009259259,51-65,1,36,42,1,532,3,0.5604201234493161,0.6031455930978656,0
AC00481,327.8,Debit,San Francisco,M054,ATM,54.0,1.0,10585.48,90.111,346.6005671296296,51-65,1,37,53,0,565,3,1.5019742966813643,1.114504691495103,0
AC00233,445.79,Debit,Las Vegas,M052,ATM,161.0,1.0,717.99,207.157,485.61974537037037,51-65,1,19,51,0,320,3,0.26223142963623747,1.2640071667016362,0
AC00235,55.89,Debit,Fresno,M026,Online,150.0,1.0,3689.65,175.230,444.63684027777776,65+,1,14,25,2,224,4,1.8760075802311347,-0.5465205242044872,0
AC00324,158.41,Debit,Sacramento,M013,Branch,16.0,1.0,1512.16,188.225,633.6535300925926,26-35,1,34,12,1,252,1,-1.5001804193057309,0.19375669204492818,0
AC00029,101.19,Credit,Denver,M033,Online,75.0,1.0,14389.45,80.155,340.56322916666664,51-65,0,10,32,2,532,3,2.21757136420014,-2.160785558036544,0
AC00093,827.14,Debit,El Paso,M018,Branch,265.0,4.0,9800.21,215.97,656.6132060185186,36-50,1,12,17,1,342,2,-0.0026859047906838056,0.26710858754947414,0
AC00141,61.97,Debit,Phoenix,M056,ATM,95.0,1.0,7014.69,10.223,531.5593055555555,65+,1,31,55,0,6,4,2.2754028108945974,1.2305065361246683,0
AC00061,27.21,Debit,San Jose,M050,ATM,102.0,1.0,3520.61,28.149,508.64716435185187,65+,1,38,49,0,379,4,1.9974337304623977,1.3249319989602377,0
AC00092,173.74,Debit,Houston,M074,Online,64.0,1.0,4913.42,161.177,422.5996527777778,65+,1,15,73,2,181,4,2.316760921227996,-0.3059850482124097,0
AC00354,176.11,Debit,San Jose,M091,Branch,105.0,1.0,9155.35,86.220,451.63998842592594,36-50,1,38,90,1,555,2,0.02708968676676656,0.632772093349292,0
AC00358,88.4,Debit,Fort Worth,M065,Online,174.0,1.0,2567.53,112.196,359.58858796296295,36-50,1,13,64,2,38,2,-0.06949090491144007,-0.6121914824773743,0
AC00078,567.92,Debit,Columbus,M042,Online,14.0,1.0,3779.47,213.207,502.65630787037037,51-65,1,8,41,2,337,3,0.6376083871084741,-0.40214190182783927,0
AC00013,138.11,Credit,Phoenix,M001,Online,104.0,1.0,4177.65,20.147,328.6097453703704,65+,0,31,0,2,298,4,1.8703219086122695,-2.605078308253896,0
AC00030,456.93,Credit,Virginia Beach,M006,Branch,193.0,1.0,7284.76,214.67,404.66037037037034,26-35,0,41,5,1,341,1,-0.8750265429578582,-1.8218331306509838,0
AC00074,101.42,Debit,Atlanta,M036,Online,146.0,1.0,6530.59,112.56,558.6334143518518,65+,1,1,35,2,40,4,1.9831160523982705,-0.3461591284651922,0
AC00399,300.61,Debit,El Paso,M006,Online,51.0,1.0,7895.54,165.35,552.6181712962963,36-50,1,12,5,2,195,2,0.25801321897920804,-0.6605278070560016,0
AC00323,265.94,Debit,Boston,M085,Online,132.0,1.0,6781.3,106.244,517.6635416666667,51-65,1,4,84,2,22,3,1.0845346169756866,-0.1807433307264443,0
AC00107,345.54,Debit,San Diego,M050,Online,50.0,1.0,2091.78,215.97,649.6704745370371,26-35,1,36,49,2,342,1,-1.46727638281815,-0.34288320427935487,0
AC00211,411.52,Debit,Los Angeles,M023,ATM,88.0,1.0,11108.39,52.1,663.6034375,36-50,1,20,22,0,457,2,0.2941831728973512,1.3675712085650367,0
AC00297,111.21,Debit,Portland,M076,Branch,111.0,1.0,9088.36,216.151,440.5663310185185,26-35,1,32,75,1,343,1,-0.485960202641215,0.41647923690094213,0
AC00102,316.37,Debit,Colorado Springs,M088,ATM,86.0,1.0,4671.69,218.83,433.6067476851852,51-65,1,7,87,0,351,3,0.7575132453654885,1.5082103768939035,0
AC00196,260.63,Debit,Fort Worth,M005,Branch,142.0,1.0,7534.73,36.13,319.5488657407407,36-50,1,13,4,1,405,2,-0.0506014119867016,-0.08020001827952151,0
AC00342,92.36,Debit,Dallas,M092,ATM,144.0,1.0,6353.14,3.200,587.6384375,26-35,1,9,91,0,384,1,-0.9728165717989015,1.7178999503602592,0
AC00027,262.06,Debit,Oklahoma City,M029,Branch,118.0,1.0,13587.52,44.73,419.6674537037037,51-65,1,28,28,1,433,3,1.8988644053426529,0.23905553326423754,0
AC00339,64.5,Debit,Denver,M062,ATM,230.0,1.0,1351.24,18.72,444.56680555555556,65+,1,10,61,0,231,4,1.7093588456443691,1.3908766333691802,0
AC00468,253.55,Debit,Jacksonville,M007,ATM,85.0,5.0,2797.26,41.82,662.6334953703704,26-35,1,17,6,0,426,1,-1.3669803524272084,0.9645952016255775,0
AC00262,408.28,Credit,Nashville,M028,Branch,125.0,3.0,1222.77,142.148,599.6507060185185,18-25,0,26,27,1,118,0,-2.092862526389247,-1.594424304014995,0
AC00425,175.94,Debit,Indianapolis,M044,ATM,89.0,1.0,3728.04,47.167,517.6603935185185,51-65,1,16,43,0,440,3,0.7467600355705155,1.3674958456509232,0
AC00161,199.47,Debit,Detroit,M041,Online,142.0,1.0,6067.44,82.88,447.65328703703705,51-65,1,11,40,2,546,3,0.9655226400287198,-0.3248825329544713,0
AC00417,51.07,Debit,Dallas,M017,Branch,133.0,1.0,4292.16,162.198,650.5869675925926,51-65,1,9,16,1,186,3,1.081599348769401,0.5024684619851543,0
AC00208,435.86,Debit,Jacksonville,M075,ATM,134.0,1.0,3801.82,147.125,310.6190972222222,51-65,1,17,74,0,134,3,0.8317699767146951,1.067348337859116,0
AC00304,74.73,Credit,Jacksonville,M009,Branch,162.0,1.0,6353.22,92.180,643.6186111111111,51-65,0,17,8,1,568,3,1.2980195638829475,-1.0338398847555474,0
AC00166,182.79,Credit,Louisville,M013,Online,14.0,1.0,1251.85,35.73,375.6567013888889,18-25,0,21,12,2,404,0,-1.9984495195979686,-2.553981025989303,0
AC00279,628.36,Debit,Austin,M005,Online,108.0,1.0,11869.71,196.121,653.6652199074074,36-50,1,2,4,2,283,2,0.5520406430475351,-0.4302460656869888,0
AC00114,268.39,Debit,San Antonio,M021,Online,177.0,1.0,9409.43,81.102,621.5824421296296,26-35,1,35,20,2,538,1,-0.8378617445746813,-0.42606810012328417,0
AC00411,362.27,Debit,Jacksonville,M051,ATM,47.0,1.0,6003.59,69.160,542.6464930555555,65+,1,17,50,0,505,4,2.2474205879851388,1.5238388169064567,0
AC00380,560.15,Credit,Memphis,M059,Online,92.0,1.0,817.83,93.169,447.58975694444445,36-50,0,22,58,2,575,2,-0.2207599338057763,-1.9815994967338306,0
AC00272,351.99,Debit,Chicago,M001,ATM,45.0,2.0,3663.64,15.176,510.6342476851852,65+,1,6,0,0,145,4,2.1794456868986893,0.9523564919286513,0
AC00202,132.36,Debit,Colorado Springs,M094,Branch,160.0,1.0,319.65,41.0,601.6306481481481,26-35,1,7,93,1,424,1,-1.6057682689015353,0.9449718067909877,0
AC00053,24.77,Credit,Nashville,M002,Online,17.0,1.0,478.23,223.32,368.63289351851853,36-50,0,26,1,2,364,2,-0.4620051220760647,-2.5873319404530584,0
AC00316,668.67,Debit,Detroit,M019,Online,143.0,4.0,13446.81,184.59,362.60305555555556,36-50,1,11,18,2,242,2,0.8163786774413125,-1.0404099944681442,1
AC00422,80.24,Credit,New York,M016,Branch,58.0,1.0,8012.81,190.92,534.6135532407408,51-65,0,27,15,1,265,3,1.1821768427139239,-1.409534382715957,0
AC00083,8.65,Debit,Mesa,M060,ATM,198.0,1.0,4201.22,217.233,349.6550462962963,65+,1,23,59,0,347,4,1.738766199942046,1.2135019741333646,0
AC00125,178.91,Debit,Omaha,M035,ATM,19.0,1.0,8870.89,35.67,599.6458564814815,18-25,1,29,34,0,403,0,-1.669583345767147,1.1857772403005076,0
AC00227,115.22,Debit,San Francisco,M063,Branch,108.0,1.0,906.2,76.0,331.62747685185184,26-35,1,37,62,1,519,1,-1.6018508700626963,0.2043557535957273,0
AC00292,161.63,Debit,San Jose,M077,Online,276.0,1.0,9286.37,34.86,314.6497337962963,36-50,1,38,76,2,399,2,0.38338742777244283,-0.5296413487263958,0
AC00319,542.75,Credit,Nashville,M045,Branch,63.0,1.0,2224.08,82.115,332.56917824074077,65+,0,26,44,1,543,4,1.6518669609166414,-1.3730834024833212,0
AC00431,317.47,Credit,Sacramento,M083,Online,16.0,1.0,14639.28,119.163,552.6086111111111,65+,0,34,82,2,62,4,2.8507415003626377,-1.8921270020238075,0
AC00365,280.99,Debit,Houston,M096,Branch,29.0,1.0,9733.59,11.167,622.5863773148149,36-50,1,15,95,1,28,2,0.513591437570906,0.7638588229800284,0
AC00050,24.19,Debit,San Diego,M061,ATM,28.0,1.0,2756.2,186.135,634.6071527777777,26-35,1,36,60,0,244,1,-1.3280724429593365,1.344500935519113,0
AC00129,586.85,Debit,Mesa,M014,ATM,86.0,1.0,6655.15,187.199,446.6353125,36-50,1,23,13,0,247,2,-0.21892987490184354,0.8163342674105549,0
AC00366,372.41,Debit,San Diego,M088,ATM,143.0,1.0,3233.87,214.125,503.579375,51-65,1,36,87,0,338,3,0.5795829705444564,1.4564207972765717,0
AC00452,63.17,Debit,Fresno,M039,ATM,148.0,1.0,1676.57,113.137,467.5682986111111,18-25,1,14,38,0,45,0,-2.115880673478409,0.9374908020861621,0
AC00339,383.69,Debit,Colorado Springs,M064,Online,285.0,1.0,8371.11,107.248,369.6277199074074,51-65,1,7,63,2,24,3,1.2177251564271112,-0.5407519231637822,0
AC00389,247.17,Credit,Chicago,M096,Branch,149.0,1.0,2611.64,56.89,531.5894444444444,51-65,0,6,95,1,468,3,1.0630270030542526,-0.649487192951772,0
AC00188,48.78,Credit,Kansas City,M006,Branch,136.0,1.0,552.06,112.222,450.6434027777778,18-25,0,18,5,1,39,0,-2.168100341530068,-1.803597099006133,0
AC00039,4.15,Credit,Omaha,M019,Branch,119.0,1.0,6017.36,166.41,381.64940972222223,51-65,0,29,18,1,197,3,1.3030458553934872,-1.6391268519535285,0
AC00319,60.99,Debit,Oklahoma City,M037,Branch,58.0,1.0,7281.46,5.50,460.6205324074074,26-35,1,28,36,1,452,1,-0.7132654767600718,0.26162389837982486,0
AC00077,408.19,Debit,Mesa,M038,Branch,241.0,1.0,6847.47,19.20,324.63913194444444,26-35,1,23,37,1,260,1,-1.0234726778122278,-0.02983802328472077,0
AC00131,524.6,Debit,El Paso,M002,Branch,76.0,1.0,13017.7,44.73,576.6056944444445,51-65,1,12,1,1,433,3,1.6265306033632219,0.34352504870951084,0
AC00180,108.96,Debit,Milwaukee,M070,ATM,247.0,1.0,7597.66,49.31,390.57954861111114,26-35,1,25,69,0,450,1,-0.9956279613403385,1.23329655052157,0
AC00249,70.03,Debit,Nashville,M073,Branch,49.0,1.0,7330.31,193.221,321.56483796296294,51-65,1,26,72,1,275,3,1.4293346072496493,0.30525694291512967,0
AC00454,124.84,Debit,Louisville,M051,Online,79.0,1.0,6711.78,18.72,408.60192129629627,51-65,1,21,50,2,231,3,0.954765330381555,-0.5533337103815665,0
AC00076,324.04,Debit,Virginia Beach,M043,ATM,30.0,1.0,2248.06,101.120,487.6382175925926,51-65,1,41,42,0,11,3,0.5662995610028061,0.916967073125889,0
AC00386,39.69,Debit,Austin,M089,Online,163.0,1.0,3524.68,219.98,559.6189467592593,65+,1,2,88,2,356,4,1.7530309802664163,0.17822106268121565,0
AC00444,157.7,Credit,Omaha,M019,Branch,46.0,1.0,8332.58,21.190,338.6123263888889,51-65,0,29,18,1,325,3,1.4238802458579984,-1.6693096997733994,0
AC00307,81.27,Credit,Seattle,M051,Online,68.0,1.0,1814.48,201.95,362.64876157407406,18-25,0,39,50,2,305,0,-1.9855950711909045,-2.455676898410733,0
AC00397,193.82,Debit,Kansas City,M042,Branch,176.0,1.0,3886.77,16.128,563.5967939814815,36-50,1,18,41,1,170,2,-0.40831409524601886,0.39390285924943197,0
AC00078,16.73,Debit,Omaha,M022,Online,165.0,1.0,7591.13,205.45,339.59685185185185,65+,1,29,21,2,315,4,2.472737012359747,-0.7428953536325076,0
AC00348,474.05,Debit,San Jose,M031,ATM,214.0,1.0,1484.31,24.129,451.5695486111111,51-65,1,38,30,0,368,3,0.44490625441475373,1.0129773600686796,0
AC00169,39.21,Debit,Miami,M093,ATM,245.0,4.0,9385.57,105.87,543.6641319444444,65+,1,24,92,0,20,4,2.2421345347169788,1.3661945267746154,1
AC00007,637.75,Debit,Dallas,M028,Branch,152.0,1.0,4202.92,184.57,468.6678935185185,65+,1,9,27,1,241,4,2.1005964240790123,0.3227014922041849,0
AC00009,153.59,Credit,Portland,M001,Branch,174.0,1.0,4813.12,204.120,549.6012037037037,65+,0,32,0,1,313,4,1.7618039273715718,-1.4261669967987622,0
AC00065,186.6,Debit,Tucson,M086,Branch,139.0,1.0,9716.68,184.185,375.6717708333333,18-25,1,40,85,1,239,0,-1.5151948683922416,0.22511260947776626,0
AC00362,644.08,Debit,Atlanta,M018,Online,55.0,1.0,1980.62,57.232,545.6099305555556,18-25,1,1,17,2,471,0,-2.110464907107927,-0.5161692172768386,0
AC00444,226.66,Debit,Austin,M001,Branch,168.0,1.0,10216.25,16.94,312.5503703703704,36-50,1,2,0,1,174,2,0.4523881729305797,-0.1589317737726891,0
AC00106,305.0,Debit,Phoenix,M003,ATM,222.0,1.0,944.83,199.103,388.6155092592593,18-25,1,31,2,0,293,0,-2.2654715876616764,0.609932007509033,0
AC00241,233.1,Credit,Nashville,M011,Branch,37.0,1.0,7469.2,38.164,657.6130902777778,36-50,0,26,10,1,410,2,0.1481638074800795,-1.2390132692325873,0
AC00092,793.13,Debit,Memphis,M035,Online,76.0,1.0,13389.16,173.232,543.6469675925925,65+,1,22,34,2,219,4,2.5378266961469715,-0.4719969797017222,0
AC00173,224.19,Debit,Houston,M017,ATM,93.0,1.0,8475.47,46.150,409.6423148148148,51-65,1,15,16,0,439,3,1.0444716854493183,1.021579247613977,0
AC00363,214.83,Credit,Tucson,M009,ATM,63.0,1.0,991.69,205.45,594.5828125,18-25,0,40,8,0,315,0,-2.1359914818015757,-0.731436466338199,0
AC00185,163.46,Credit,Baltimore,M037,Branch,111.0,1.0,6953.8,39.129,422.62613425925923,51-65,0,3,36,1,413,3,1.4749241870743712,-1.21322196831293,0
AC00370,194.99,Debit,Jacksonville,M097,Branch,91.0,1.0,1370.03,173.232,338.62939814814814,26-35,1,17,96,1,219,1,-1.1604954894606567,0.39232505535367296,0
AC00124,23.4,Debit,El Paso,M027,ATM,175.0,4.0,14851.28,74.58,634.5690393518519,36-50,1,12,26,0,518,2,0.9248760624491991,1.306925657689302,0
AC00412,227.5,Debit,Sacramento,M055,Online,277.0,1.0,11505.35,134.140,601.6333564814814,26-35,1,34,54,2,93,1,-0.32082049566503756,-0.42645247096939487,0
AC00068,259.9,Debit,Oklahoma City,M083,Online,100.0,1.0,914.28,14.200,500.6658101851852,26-35,1,28,82,2,111,1,-1.5486826429641887,-0.42006282605731665,0
AC00321,59.51,Credit,Dallas,M086,Online,55.0,1.0,9955.88,86.220,579.6665856481482,36-50,0,9,85,2,555,2,0.22706734307436557,-1.5130566069466,0
AC00302,50.63,Debit,Columbus,M045,Online,143.0,1.0,4732.81,9.230,529.6605671296296,51-65,1,8,44,2,564,3,1.0899973936384821,-0.11940681248357773,0
AC00217,1074.95,Debit,Jacksonville,M089,Branch,91.0,1.0,530.86,167.95,520.639525462963,18-25,1,17,88,1,203,0,-2.403881507663728,0.464398067906543,0
AC00298,112.94,Credit,San Antonio,M091,Online,31.0,1.0,3807.84,142.160,345.6052314814815,65+,0,35,90,2,119,4,2.0937161939535467,-2.1074290156226367,0
AC00327,11.81,Debit,Phoenix,M072,ATM,131.0,1.0,320.25,96.162,615.6668402777777,18-25,1,31,71,0,583,0,-2.4469530659236294,1.572731249905963,0
AC00054,329.14,Debit,Sacramento,M018,Branch,14.0,1.0,12033.92,6.204,355.6467361111111,51-65,1,34,17,1,479,3,1.461326357139077,0.015587383158101627,0
AC00403,154.24,Debit,Mesa,M049,ATM,82.0,1.0,6109.55,219.98,363.65905092592595,51-65,1,23,48,0,356,3,1.1814253461285416,1.0934859858231873,0
AC00397,233.44,Debit,Chicago,M037,Online,297.0,1.0,1691.88,37.213,653.655625,18-25,1,6,36,2,408,0,-2.3111457888005518,-0.2042428116385858,0
AC00383,141.8,Debit,Chicago,M088,ATM,116.0,1.0,1697.67,184.4,354.5503703703704,18-25,1,6,87,0,240,0,-2.1862859907597962,1.2144871765271912,0
AC00450,209.03,Debit,Detroit,M012,Branch,126.0,1.0,8359.5,175.210,391.5766087962963,51-65,1,11,11,1,223,3,1.2224768065337395,0.05335086559279576,0
AC00086,1137.63,Debit,Baltimore,M074,ATM,144.0,1.0,1629.12,213.207,628.6337615740741,26-35,1,3,73,0,337,1,-1.659387970929633,1.549455619472093,0
AC00156,261.14,Debit,San Antonio,M040,ATM,162.0,1.0,6100.08,186.135,538.5589004629629,36-50,1,35,39,0,244,2,-0.08192826921139583,1.1200834385988228,0
AC00418,101.81,Debit,Fort Worth,M087,ATM,105.0,1.0,13872.03,160.212,493.5969675925926,36-50,1,13,86,0,176,2,0.9094209297077069,1.4648604224637187,0
AC00263,98.71,Debit,Fort Worth,M070,ATM,117.0,1.0,10095.23,79.227,412.60153935185184,26-35,1,13,69,0,527,1,-0.5031895196276657,1.3633755096531595,0
AC00009,87.38,Debit,Atlanta,M054,Branch,252.0,1.0,1504.99,3.200,611.5737962962963,18-25,1,1,53,1,384,0,-2.231201401126322,0.6958741174443324,0
AC00436,83.39,Debit,Omaha,M042,Branch,158.0,1.0,13182.11,135.73,412.6746064814815,26-35,1,29,41,1,97,1,-0.12330919463085127,0.048655969464080046,0
AC00399,267.55,Debit,Charlotte,M084,Online,40.0,1.0,4330.04,170.99,509.6708101851852,36-50,1,5,83,2,213,2,0.03395481834163541,-0.16528769828863085,0
AC00182,870.05,Debit,El Paso,M077,ATM,39.0,1.0,905.25,80.90,430.6449537037037,26-35,1,12,76,0,536,1,-1.5837643159886068,1.3344378719371959,0
AC00482,154.32,Credit,Tucson,M015,ATM,269.0,1.0,6972.5,8.244,307.63762731481484,36-50,0,40,14,0,531,2,-0.06292065293299995,-0.8854501892403003,0
AC00475,164.51,Debit,Louisville,M056,Branch,110.0,1.0,3553.69,189.248,517.581550925926,65+,1,21,55,1,258,4,2.027891300900814,0.5630960865897852,0
AC00253,758.12,Debit,San Francisco,M028,ATM,90.0,1.0,6164.65,179.132,489.55885416666666,65+,1,37,27,0,229,4,1.8448200627223739,0.9821287973348559,0
AC00376,103.76,Debit,Kansas City,M085,Online,188.0,1.0,9626.14,79.47,585.6603935185185,26-35,1,18,84,2,528,1,-0.7657075266066921,0.04490853924712615,0
AC00058,583.92,Debit,Kansas City,M024,Online,139.0,1.0,6364.14,32.169,460.662962962963,51-65,1,18,23,2,392,3,0.8940065747310396,-0.5807823817450801,0
AC00304,204.06,Debit,Washington,M069,Online,159.0,1.0,4351.83,150.231,671.666724537037,65+,1,42,68,2,146,4,1.9922426520586003,-0.11595414697485126,0
AC00035,53.51,Debit,New York,M030,Online,165.0,1.0,5773.5,136.172,374.6366435185185,51-65,1,27,29,2,101,3,1.0301324128889005,-0.8133568108626883,0
AC00366,1108.46,Debit,Los Angeles,M046,Branch,262.0,1.0,9257.04,48.89,430.65996527777776,26-35,1,20,45,1,444,1,-0.8216011435842885,0.23880053900229986,0
AC00362,52.95,Credit,Charlotte,M061,Online,14.0,1.0,6335.58,148.234,454.586724537037,65+,0,5,60,2,140,4,2.199075658263736,-1.9655325529530916,0
AC00094,120.17,Debit,Portland,M023,ATM,105.0,1.0,5403.79,47.167,453.6278703703704,36-50,1,32,22,0,440,2,0.10847205758020532,1.014897995458823,0
AC00225,220.8,Debit,Indianapolis,M021,Online,28.0,1.0,8135.31,10.223,424.55981481481484,26-35,1,16,20,2,6,1,-0.5738179087621649,-0.9247806994363909,0
AC00474,119.01,Debit,Philadelphia,M069,ATM,87.0,1.0,9798.26,14.200,601.6129166666667,36-50,1,30,68,0,111,2,0.4601319763010735,1.3742704672291952,0
AC00448,183.32,Debit,Raleigh,M041,ATM,74.0,1.0,137.42,162.207,543.6539351851852,18-25,1,33,40,0,187,0,-2.340448446456296,1.0102279358374855,0
AC00439,858.88,Debit,Jacksonville,M085,Online,227.0,1.0,7015.46,146.53,439.6532060185185,51-65,1,17,84,2,130,3,1.182342018266756,-0.3465358949625916,0
